id,response,response_no,plot_location,time_taken,conf_level,choice_reason,sample_size,p_value,pic_id,pic_name,experiment,difficulty,description,beta,sigma,replica
7,FALSE,5,3,108,2,1,300,0,128,plot_turk1_300_2_5_1.png,turk1,medium,Turk,2,5,1
7,FALSE,20,8,82,1,1,100,0.0248,110,plot_turk1_100_3_12_1.png,turk1,hard,Turk,3,12,1
7,FALSE,13,20,69,1,1,100,0.001,114,plot_turk1_100_8_12_2.png,turk1,hard,Turk,8,12,2
7,FALSE,5,3,220,1,123,300,0,128,plot_turk1_300_2_5_1.png,turk1,medium,Turk,2,5,1
7,TRUE,17,17,69,1,13,300,0.0295,141,plot_turk1_300_3_12_2.png,turk1,hard,Turk,3,12,2
7,FALSE,4,1,69,1,13,300,0,134,plot_turk1_300_5_5_1.png,turk1,easy,Turk,5,5,1
7,FALSE,5,15,88,2,1,300,3.00E-04,144,plot_turk1_300_5_12_2.png,turk1,hard,Turk,5,12,2
7,FALSE,16,17,183,3,12,300,0.2258,142,plot_turk1_300_3_12_3.png,turk1,hard,Turk,3,12,3
7,FALSE,9,4,54,1,123,100,0,116,plot_turk1_100_10_12_1.png,turk1,hard,Turk,10,12,1
8,FALSE,4,13,47,2,1,100,0.1305,107,plot_turk1_100_1_12_1.png,turk1,mixed,Turk,1,12,1
8,FALSE,8,17,59,2,3,300,0.2258,142,plot_turk1_300_3_12_3.png,turk1,hard,Turk,3,12,3
8,FALSE,19,8,58,2,3,300,0.0015,140,plot_turk1_300_3_12_1.png,turk1,hard,Turk,3,12,1
8,FALSE,13,19,130,4,2,100,0.0586,100,plot_turk1_100_3_5_3.png,turk1,medium,Turk,3,5,3
8,TRUE,1,1,118,4,3,300,6.00E-04,129,plot_turk1_300_2_5_2.png,turk1,medium,Turk,2,5,2
8,TRUE,7,7,79,3,23,300,0,151,plot_turk1_300_10_12_3.png,turk1,easy,Turk,10,12,3
8,FALSE,2,19,100,2,1,100,0.0186,115,plot_turk1_100_8_12_3.png,turk1,hard,Turk,8,12,3
8,TRUE,17,17,91,3,3,100,0.1867,111,plot_turk1_100_3_12_2.png,turk1,hard,Turk,3,12,2
8,FALSE,16,4,77,2,13,100,0,116,plot_turk1_100_10_12_1.png,turk1,hard,Turk,10,12,1
8,FALSE,3,19,68,3,1,100,0,113,plot_turk1_100_8_12_1.png,turk1,hard,Turk,8,12,1
9,TRUE,15,15,18,1,1,300,0,146,plot_turk1_300_7_12_1.png,turk1,mixed,Turk,7,12,1
9,TRUE,3,3,34,1,1,300,0,128,plot_turk1_300_2_5_1.png,turk1,medium,Turk,2,5,1
9,FALSE,18,12,47,2,1,100,0.6744,112,plot_turk1_100_3_12_3.png,turk1,hard,Turk,3,12,3
9,TRUE,8,8,33,1,1,100,0.0248,110,plot_turk1_100_3_12_1.png,turk1,hard,Turk,3,12,1
9,TRUE,4,4,44,1,1,100,0,116,plot_turk1_100_10_12_1.png,turk1,hard,Turk,10,12,1
9,FALSE,19,17,44,2,1,100,0.1867,111,plot_turk1_100_3_12_2.png,turk1,hard,Turk,3,12,2
9,TRUE,17,17,99,2,1,100,1.00E-04,117,plot_turk1_100_10_12_2.png,turk1,hard,Turk,10,12,2
9,FALSE,16,20,36,1,1,100,0.001,114,plot_turk1_100_8_12_2.png,turk1,hard,Turk,8,12,2
9,FALSE,2,6,135,1,1,100,0.0036,99,plot_turk1_100_3_5_2.png,turk1,medium,Turk,3,5,2
9,TRUE,14,14,19,1,1,100,0,119,plot_turk1_100_16_12_1.png,turk1,easy,Turk,16,12,1
10,FALSE,9,8,160,4,3,300,0,150,plot_turk1_300_10_12_2.png,turk1,easy,Turk,10,12,2
10,TRUE,3,3,73,2,123,100,0,101,plot_turk1_100_5_5_1.png,turk1,mixed,Turk,5,5,1
10,TRUE,6,6,58,2,12,100,0.0036,99,plot_turk1_100_3_5_2.png,turk1,medium,Turk,3,5,2
10,TRUE,8,8,41,3,24,100,0.0248,110,plot_turk1_100_3_12_1.png,turk1,hard,Turk,3,12,1
10,FALSE,11,12,55,3,23,100,0.6744,112,plot_turk1_100_3_12_3.png,turk1,hard,Turk,3,12,3
10,TRUE,14,14,66,4,23,300,0,143,plot_turk1_300_5_12_1.png,turk1,hard,Turk,5,12,1
10,TRUE,15,15,57,3,2,300,3.00E-04,144,plot_turk1_300_5_12_2.png,turk1,hard,Turk,5,12,2
10,FALSE,1,12,46,4,2,100,0.0033,118,plot_turk1_100_10_12_3.png,turk1,hard,Turk,10,12,3
10,FALSE,20,7,75,3,3,300,0.0155,130,plot_turk1_300_2_5_3.png,turk1,medium,Turk,2,5,3
10,FALSE,12,17,66,2,3,300,0.0295,141,plot_turk1_300_3_12_2.png,turk1,hard,Turk,3,12,2
11,TRUE,15,15,57,1,2,300,0,133,plot_turk1_300_3_5_3.png,turk1,medium,Turk,3,5,3
11,FALSE,13,19,24,1,1,100,0.0186,115,plot_turk1_100_8_12_3.png,turk1,hard,Turk,8,12,3
11,FALSE,20,14,19,1,2,300,0.0898,126,plot_turk1_300_1_5_2.png,turk1,hard,Turk,1,5,2
11,FALSE,16,15,21,1,3,300,3.00E-04,144,plot_turk1_300_5_12_2.png,turk1,hard,Turk,5,12,2
11,TRUE,16,16,35,1,2,300,0,132,plot_turk1_300_3_5_2.png,turk1,medium,Turk,3,5,2
11,FALSE,9,20,18,1,3,100,0.001,114,plot_turk1_100_8_12_2.png,turk1,hard,Turk,8,12,2
11,FALSE,6,3,7,1,1,300,0.0969,137,plot_turk1_300_1_12_1.png,turk1,mixed,Turk,1,12,1
11,FALSE,1,17,12,1,2,100,1.00E-04,117,plot_turk1_100_10_12_2.png,turk1,hard,Turk,10,12,2
11,FALSE,3,17,11,1,2,300,0,135,plot_turk1_300_5_5_2.png,turk1,easy,Turk,5,5,2
11,FALSE,5,14,9,1,2,100,0,119,plot_turk1_100_16_12_1.png,turk1,easy,Turk,16,12,1
11,FALSE,19,16,54,1,3,300,0.0063,125,plot_turk1_300_1_5_1.png,turk1,hard,Turk,1,5,1
12,FALSE,12,7,24,3,1,300,0.0155,130,plot_turk1_300_2_5_3.png,turk1,medium,Turk,2,5,3
12,FALSE,16,8,24,2,1,100,0.0248,110,plot_turk1_100_3_12_1.png,turk1,hard,Turk,3,12,1
12,FALSE,14,20,26,3,1,100,1.00E-04,98,plot_turk1_100_3_5_1.png,turk1,medium,Turk,3,5,1
12,FALSE,13,3,22,2,1,100,0.1785,92,plot_turk1_100_0_5_1.png,turk1,mixed,Turk,0,5,1
12,TRUE,1,1,9,2,2,100,0,106,plot_turk1_100_8_5_3.png,turk1,easy,Turk,8,5,3
12,FALSE,1,15,9,1,1,300,3.00E-04,144,plot_turk1_300_5_12_2.png,turk1,hard,Turk,5,12,2
12,FALSE,4,8,178,1,1,300,0.0015,140,plot_turk1_300_3_12_1.png,turk1,hard,Turk,3,12,1
12,FALSE,1,17,484,2,1,100,0.1867,111,plot_turk1_100_3_12_2.png,turk1,hard,Turk,3,12,2
12,FALSE,15,12,66,2,1,100,0.0033,118,plot_turk1_100_10_12_3.png,turk1,hard,Turk,10,12,3
12,FALSE,4,16,58,2,1,300,0.0063,125,plot_turk1_300_1_5_1.png,turk1,hard,Turk,1,5,1
13,FALSE,15,16,90,2,2,300,0,132,plot_turk1_300_3_5_2.png,turk1,medium,Turk,3,5,2
14,FALSE,20,17,1121,3,1,300,0.0295,141,plot_turk1_300_3_12_2.png,turk1,hard,Turk,3,12,2
14,FALSE,3,6,29,2,12,100,0.0036,99,plot_turk1_100_3_5_2.png,turk1,medium,Turk,3,5,2
14,FALSE,2,17,14,2,1,100,0.1867,111,plot_turk1_100_3_12_2.png,turk1,hard,Turk,3,12,2
14,FALSE,4,16,39,3,1,300,0.0063,125,plot_turk1_300_1_5_1.png,turk1,hard,Turk,1,5,1
14,FALSE,2,15,115,2,123,300,0,133,plot_turk1_300_3_5_3.png,turk1,medium,Turk,3,5,3
14,FALSE,17,14,17,2,1,300,0.0898,126,plot_turk1_300_1_5_2.png,turk1,hard,Turk,1,5,2
14,FALSE,18,15,16,2,3,300,0,149,plot_turk1_300_10_12_1.png,turk1,easy,Turk,10,12,1
14,FALSE,3,8,13,2,2,300,0.0015,140,plot_turk1_300_3_12_1.png,turk1,hard,Turk,3,12,1
14,FALSE,9,2,12,2,1,100,2.00E-04,103,plot_turk1_100_5_5_3.png,turk1,mixed,Turk,5,5,3
14,FALSE,3,8,11,2,1,100,0.0248,110,plot_turk1_100_3_12_1.png,turk1,hard,Turk,3,12,1
15,FALSE,20,7,34,5,3,300,0.0155,130,plot_turk1_300_2_5_3.png,turk1,medium,Turk,2,5,3
15,FALSE,8,17,34,4,3,300,0.2258,142,plot_turk1_300_3_12_3.png,turk1,hard,Turk,3,12,3
15,FALSE,11,13,22,2,1,100,0.8414,109,plot_turk1_100_1_12_3.png,turk1,mixed,Turk,1,12,3
15,FALSE,20,17,46,2,3,300,0.4401,127,plot_turk1_300_1_5_3.png,turk1,hard,Turk,1,5,3
15,FALSE,16,4,130,5,3,100,0,116,plot_turk1_100_10_12_1.png,turk1,hard,Turk,10,12,1
15,FALSE,4,12,37,3,23,100,0.0033,118,plot_turk1_100_10_12_3.png,turk1,hard,Turk,10,12,3
15,FALSE,11,17,21,3,1,100,0.1867,111,plot_turk1_100_3_12_2.png,turk1,hard,Turk,3,12,2
15,FALSE,9,17,28,5,12,100,1.00E-04,117,plot_turk1_100_10_12_2.png,turk1,hard,Turk,10,12,2
15,FALSE,15,16,51,5,3,300,0,132,plot_turk1_300_3_5_2.png,turk1,medium,Turk,3,5,2
15,TRUE,7,7,24,2,23,300,0,151,plot_turk1_300_10_12_3.png,turk1,easy,Turk,10,12,3
16,FALSE,6,8,48,4,1,300,0.4854,123,plot_turk1_300_0_5_2.png,turk1,mixed,Turk,0,5,2
16,TRUE,1,1,18,5,1,100,0,106,plot_turk1_100_8_5_3.png,turk1,easy,Turk,8,5,3
16,FALSE,18,19,114,4,1,100,0.0186,115,plot_turk1_100_8_12_3.png,turk1,hard,Turk,8,12,3
16,TRUE,20,20,60,5,1,100,0.001,114,plot_turk1_100_8_12_2.png,turk1,hard,Turk,8,12,2
16,TRUE,1,1,104,4,1,300,6.00E-04,129,plot_turk1_300_2_5_2.png,turk1,medium,Turk,2,5,2
16,FALSE,2,14,78,5,1,300,0.0898,126,plot_turk1_300_1_5_2.png,turk1,hard,Turk,1,5,2
16,FALSE,1,17,40,4,1,300,0.4401,127,plot_turk1_300_1_5_3.png,turk1,hard,Turk,1,5,3
16,TRUE,8,8,88,4,1,100,0.0248,110,plot_turk1_100_3_12_1.png,turk1,hard,Turk,3,12,1
16,FALSE,8,7,113,4,2,300,0.0155,130,plot_turk1_300_2_5_3.png,turk1,medium,Turk,2,5,3
16,TRUE,17,17,42,5,1,100,1.00E-04,117,plot_turk1_100_10_12_2.png,turk1,hard,Turk,10,12,2
17,FALSE,16,4,15,3,1,100,0,116,plot_turk1_100_10_12_1.png,turk1,hard,Turk,10,12,1
17,TRUE,4,4,16,3,1,300,1.00E-04,148,plot_turk1_300_7_12_3.png,turk1,mixed,Turk,7,12,3
17,TRUE,14,14,18,3,1,300,0,143,plot_turk1_300_5_12_1.png,turk1,hard,Turk,5,12,1
17,TRUE,5,5,19,3,1,100,0,121,plot_turk1_100_16_12_3.png,turk1,easy,Turk,16,12,3
17,FALSE,20,14,27,3,1,300,0.0898,126,plot_turk1_300_1_5_2.png,turk1,hard,Turk,1,5,2
17,FALSE,16,20,29,4,1,100,0.001,114,plot_turk1_100_8_12_2.png,turk1,hard,Turk,8,12,2
17,TRUE,16,16,27,4,1,300,0,132,plot_turk1_300_3_5_2.png,turk1,medium,Turk,3,5,2
17,FALSE,18,17,12,3,1,300,0.2258,142,plot_turk1_300_3_12_3.png,turk1,hard,Turk,3,12,3
17,TRUE,16,16,29,3,1,300,0.0063,125,plot_turk1_300_1_5_1.png,turk1,hard,Turk,1,5,1
17,TRUE,15,15,20,3,1,300,0,133,plot_turk1_300_3_5_3.png,turk1,medium,Turk,3,5,3
18,FALSE,12,16,40,4,4,300,0.0063,125,plot_turk1_300_1_5_1.png,turk1,hard,Turk,1,5,1
18,FALSE,11,4,50,2,4,300,0.0082,145,plot_turk1_300_5_12_3.png,turk1,hard,Turk,5,12,3
18,TRUE,19,19,30,3,4,100,0.0186,115,plot_turk1_100_8_12_3.png,turk1,hard,Turk,8,12,3
18,TRUE,19,19,30,3,4,100,0.0186,115,plot_turk1_100_8_12_3.png,turk1,hard,Turk,8,12,3
18,TRUE,12,12,54,2,4,100,0.0033,118,plot_turk1_100_10_12_3.png,turk1,hard,Turk,10,12,3
18,TRUE,6,6,43,3,1,100,0.0036,99,plot_turk1_100_3_5_2.png,turk1,medium,Turk,3,5,2
18,TRUE,14,14,12,4,1,100,0,119,plot_turk1_100_16_12_1.png,turk1,easy,Turk,16,12,1
18,TRUE,17,17,37,2,4,300,0.0295,141,plot_turk1_300_3_12_2.png,turk1,hard,Turk,3,12,2
18,TRUE,15,15,14,3,1,300,0,146,plot_turk1_300_7_12_1.png,turk1,mixed,Turk,7,12,1
18,TRUE,15,15,56,4,4,300,0,133,plot_turk1_300_3_5_3.png,turk1,medium,Turk,3,5,3
19,TRUE,3,3,61,3,123,300,0,128,plot_turk1_300_2_5_1.png,turk1,medium,Turk,2,5,1
19,FALSE,15,4,40,3,13,100,0,116,plot_turk1_100_10_12_1.png,turk1,hard,Turk,10,12,1
19,TRUE,1,1,30,3,123,300,0,134,plot_turk1_300_5_5_1.png,turk1,easy,Turk,5,5,1
19,FALSE,11,19,58,4,23,100,0,113,plot_turk1_100_8_12_1.png,turk1,hard,Turk,8,12,1
19,TRUE,20,20,62,3,123,100,0.001,114,plot_turk1_100_8_12_2.png,turk1,hard,Turk,8,12,2
19,TRUE,19,19,124,4,12,100,0.0186,115,plot_turk1_100_8_12_3.png,turk1,hard,Turk,8,12,3
19,FALSE,4,12,80,4,23,100,0.0033,118,plot_turk1_100_10_12_3.png,turk1,hard,Turk,10,12,3
19,FALSE,11,13,49,4,1,100,0.8414,109,plot_turk1_100_1_12_3.png,turk1,mixed,Turk,1,12,3
19,TRUE,16,16,64,4,12,300,0.0063,125,plot_turk1_300_1_5_1.png,turk1,hard,Turk,1,5,1
19,FALSE,13,19,230,5,23,100,0.0586,100,plot_turk1_100_3_5_3.png,turk1,medium,Turk,3,5,3
20,FALSE,8,16,25,1,1,300,0.0063,125,plot_turk1_300_1_5_1.png,turk1,hard,Turk,1,5,1
20,FALSE,13,20,21,1,1,100,0.001,114,plot_turk1_100_8_12_2.png,turk1,hard,Turk,8,12,2
20,FALSE,13,19,24,1,1,100,0.0186,115,plot_turk1_100_8_12_3.png,turk1,hard,Turk,8,12,3
20,FALSE,20,8,24,1,1,100,0.0248,110,plot_turk1_100_3_12_1.png,turk1,hard,Turk,3,12,1
20,FALSE,3,19,80,2,1,100,0.0586,100,plot_turk1_100_3_5_3.png,turk1,medium,Turk,3,5,3
20,FALSE,9,17,11,1,1,100,1.00E-04,117,plot_turk1_100_10_12_2.png,turk1,hard,Turk,10,12,2
20,FALSE,2,5,8,1,1,100,0,121,plot_turk1_100_16_12_3.png,turk1,easy,Turk,16,12,3
20,FALSE,17,6,24,2,1,100,0.0036,99,plot_turk1_100_3_5_2.png,turk1,medium,Turk,3,5,2
20,FALSE,1,12,26,1,1,100,0.0033,118,plot_turk1_100_10_12_3.png,turk1,hard,Turk,10,12,3
20,FALSE,15,13,15,1,1,300,0.7854,139,plot_turk1_300_1_12_3.png,turk1,mixed,Turk,1,12,3
21,TRUE,16,16,64,2,1,300,0,132,plot_turk1_300_3_5_2.png,turk1,medium,Turk,3,5,2
21,TRUE,4,4,44,5,1,100,0,116,plot_turk1_100_10_12_1.png,turk1,hard,Turk,10,12,1
21,FALSE,2,8,90,5,2,300,0.0015,140,plot_turk1_300_3_12_1.png,turk1,hard,Turk,3,12,1
21,TRUE,15,15,34,1,1,300,0,131,plot_turk1_300_3_5_1.png,turk1,medium,Turk,3,5,1
21,FALSE,20,2,89,5,1,100,0.4924,93,plot_turk1_100_0_5_2.png,turk1,mixed,Turk,0,5,2
21,FALSE,11,4,168,3,1,300,0.0082,145,plot_turk1_300_5_12_3.png,turk1,hard,Turk,5,12,3
21,FALSE,1,12,122,4,3,100,0.6744,112,plot_turk1_100_3_12_3.png,turk1,hard,Turk,3,12,3
21,FALSE,2,14,90,2,1,300,0.0898,126,plot_turk1_300_1_5_2.png,turk1,hard,Turk,1,5,2
21,FALSE,16,20,109,2,2,100,0.001,114,plot_turk1_100_8_12_2.png,turk1,hard,Turk,8,12,2
21,TRUE,14,14,61,2,1,100,0,105,plot_turk1_100_8_5_2.png,turk1,easy,Turk,8,5,2
22,TRUE,14,14,21,4,2,300,0,143,plot_turk1_300_5_12_1.png,turk1,hard,Turk,5,12,1
22,FALSE,14,16,33,3,2,300,0,132,plot_turk1_300_3_5_2.png,turk1,medium,Turk,3,5,2
22,FALSE,20,19,30,4,1,100,0.0586,100,plot_turk1_100_3_5_3.png,turk1,medium,Turk,3,5,3
22,FALSE,15,8,21,3,1,300,0.0015,140,plot_turk1_300_3_12_1.png,turk1,hard,Turk,3,12,1
22,FALSE,9,4,20,4,3,100,0,116,plot_turk1_100_10_12_1.png,turk1,hard,Turk,10,12,1
22,FALSE,19,17,29,4,2,300,0.0295,141,plot_turk1_300_3_12_2.png,turk1,hard,Turk,3,12,2
22,FALSE,17,15,20,3,1,300,0,133,plot_turk1_300_3_5_3.png,turk1,medium,Turk,3,5,3
22,FALSE,9,17,19,4,2,100,1.00E-04,117,plot_turk1_100_10_12_2.png,turk1,hard,Turk,10,12,2
22,FALSE,9,7,42,4,2,300,0.0155,130,plot_turk1_300_2_5_3.png,turk1,medium,Turk,2,5,3
22,FALSE,3,19,20,4,2,100,0,113,plot_turk1_100_8_12_1.png,turk1,hard,Turk,8,12,1
22,FALSE,3,11,13,3,1,100,0.8382,94,plot_turk1_100_0_5_3.png,turk1,mixed,Turk,0,5,3
22,TRUE,8,8,13,4,2,300,0,150,plot_turk1_300_10_12_2.png,turk1,easy,Turk,10,12,2
23,FALSE,16,19,48,4,14,100,0,113,plot_turk1_100_8_12_1.png,turk1,hard,Turk,8,12,1
23,FALSE,1,15,15,4,4,300,3.00E-04,144,plot_turk1_300_5_12_2.png,turk1,hard,Turk,5,12,2
23,FALSE,10,2,41,4,14,100,0.4924,93,plot_turk1_100_0_5_2.png,turk1,mixed,Turk,0,5,2
23,FALSE,16,17,24,4,14,300,0.2258,142,plot_turk1_300_3_12_3.png,turk1,hard,Turk,3,12,3
23,TRUE,14,14,15,4,14,300,0,143,plot_turk1_300_5_12_1.png,turk1,hard,Turk,5,12,1
23,FALSE,19,6,97,4,14,100,0.0036,99,plot_turk1_100_3_5_2.png,turk1,medium,Turk,3,5,2
23,FALSE,19,16,38,4,14,300,0,132,plot_turk1_300_3_5_2.png,turk1,medium,Turk,3,5,2
23,TRUE,16,16,28,4,14,300,0.0063,125,plot_turk1_300_1_5_1.png,turk1,hard,Turk,1,5,1
23,TRUE,8,8,29,4,14,300,0.0015,140,plot_turk1_300_3_12_1.png,turk1,hard,Turk,3,12,1
23,FALSE,13,14,27,4,14,100,0,119,plot_turk1_100_16_12_1.png,turk1,easy,Turk,16,12,1
24,FALSE,5,6,135,3,2,100,0.0036,99,plot_turk1_100_3_5_2.png,turk1,medium,Turk,3,5,2
24,FALSE,3,17,14,3,23,300,0.4401,127,plot_turk1_300_1_5_3.png,turk1,hard,Turk,1,5,3
24,FALSE,11,15,25,3,3,300,0,133,plot_turk1_300_3_5_3.png,turk1,medium,Turk,3,5,3
25,FALSE,4,14,11,3,3,300,0,143,plot_turk1_300_5_12_1.png,turk1,hard,Turk,5,12,1
25,FALSE,11,17,110,2,1,300,0.2258,142,plot_turk1_300_3_12_3.png,turk1,hard,Turk,3,12,3
25,FALSE,6,7,64,1,13,300,0,151,plot_turk1_300_10_12_3.png,turk1,easy,Turk,10,12,3
25,FALSE,8,15,13,3,3,300,3.00E-04,144,plot_turk1_300_5_12_2.png,turk1,hard,Turk,5,12,2
25,FALSE,20,7,112,2,1,300,0.0155,130,plot_turk1_300_2_5_3.png,turk1,medium,Turk,2,5,3
25,TRUE,12,12,18,1,1,100,0.0033,118,plot_turk1_100_10_12_3.png,turk1,hard,Turk,10,12,3
25,FALSE,6,17,12,1,3,300,0.4401,127,plot_turk1_300_1_5_3.png,turk1,hard,Turk,1,5,3
25,FALSE,20,15,46,2,3,300,0,133,plot_turk1_300_3_5_3.png,turk1,medium,Turk,3,5,3
25,FALSE,16,4,9,2,2,100,0,116,plot_turk1_100_10_12_1.png,turk1,hard,Turk,10,12,1
25,FALSE,7,4,20,1,3,300,1.00E-04,148,plot_turk1_300_7_12_3.png,turk1,mixed,Turk,7,12,3
26,FALSE,2,4,38,3,4,300,0.0082,145,plot_turk1_300_5_12_3.png,turk1,hard,Turk,5,12,3
26,FALSE,19,3,17,2,3,300,0.0969,137,plot_turk1_300_1_12_1.png,turk1,mixed,Turk,1,12,1
26,FALSE,5,8,40,2,3,300,0.0015,140,plot_turk1_300_3_12_1.png,turk1,hard,Turk,3,12,1
26,FALSE,9,17,26,2,3,300,0.0295,141,plot_turk1_300_3_12_2.png,turk1,hard,Turk,3,12,2
