"pos.1" "pos.2" "bin.dist" "reg.bin" "reg.no.int" "pic_name"
20 9 4.47213595499958 0.0010664446259889 0.0010664446259889 "plot_turk2_100_125_5_1.png"
1 10 9.48683298050514 0.0377986273295728 0.0377986273295728 "plot_turk2_100_125_5_1.png"
2 10 8.94427190999916 0.0200250298950809 0.0200250298950809 "plot_turk2_100_125_5_1.png"
3 10 7.07106781186548 0.00872079708561088 0.00872079708561088 "plot_turk2_100_125_5_1.png"
4 10 5.8309518948453 0.00602333876640591 0.00602333876640591 "plot_turk2_100_125_5_1.png"
5 10 8.94427190999916 0.0118751131286555 0.0118751131286555 "plot_turk2_100_125_5_1.png"
6 10 5.8309518948453 0.00135028496663211 0.00135028496663211 "plot_turk2_100_125_5_1.png"
7 10 5.09901951359278 0.000324029109533175 0.000324029109533175 "plot_turk2_100_125_5_1.png"
8 10 13.3416640641263 0.0325626537678181 0.0325626537678181 "plot_turk2_100_125_5_1.png"
9 10 7.07106781186548 0.0111331410675159 0.0111331410675159 "plot_turk2_100_125_5_1.png"
10 10 0 0 0 "plot_turk2_100_125_5_1.png"
11 10 2.82842712474619 0.0565089892490267 0.0565089892490267 "plot_turk2_100_125_5_1.png"
12 10 5.09901951359278 0.000619021888203679 0.000619021888203679 "plot_turk2_100_125_5_1.png"
13 10 12.1655250605964 0.00432365610447293 0.00432365610447293 "plot_turk2_100_125_5_1.png"
14 10 4 0.0214718707810998 0.0214718707810998 "plot_turk2_100_125_5_1.png"
15 10 11.3137084989848 0.00231974950045639 0.00231974950045639 "plot_turk2_100_125_5_1.png"
16 10 4.24264068711928 0.000161197963452165 0.000161197963452165 "plot_turk2_100_125_5_1.png"
17 10 2.82842712474619 0.00771512168078708 0.00771512168078708 "plot_turk2_100_125_5_1.png"
18 10 10.1980390271856 0.0314571871711942 0.0314571871711942 "plot_turk2_100_125_5_1.png"
19 10 5.09901951359278 0.00107230897702663 0.00107230897702663 "plot_turk2_100_125_5_1.png"
20 10 3.16227766016838 0.00530817699518235 0.00530817699518235 "plot_turk2_100_125_5_1.png"
1 11 12.0830459735946 0.00187467384940158 0.00187467384940158 "plot_turk2_100_125_5_1.png"
2 11 8.48528137423857 0.143812372246798 0.143812372246798 "plot_turk2_100_125_5_1.png"
3 11 7.61577310586391 0.10962813895064 0.10962813895064 "plot_turk2_100_125_5_1.png"
4 11 3.16227766016838 0.0256339385874873 0.0256339385874873 "plot_turk2_100_125_5_1.png"
5 11 11.6619037896906 0.120193392668832 0.120193392668832 "plot_turk2_100_125_5_1.png"
6 11 7.07106781186548 0.0753296192222735 0.0753296192222735 "plot_turk2_100_125_5_1.png"
7 11 7.61577310586391 0.0653911857948705 0.0653911857948705 "plot_turk2_100_125_5_1.png"
8 11 15.8113883008419 0.00327927385302205 0.00327927385302205 "plot_turk2_100_125_5_1.png"
9 11 7.61577310586391 0.117806761238823 0.117806761238823 "plot_turk2_100_125_5_1.png"
10 11 2.82842712474619 0.0565089892490267 0.0565089892490267 "plot_turk2_100_125_5_1.png"
11 11 0 0 0 "plot_turk2_100_125_5_1.png"
12 11 7.61577310586391 0.0689568405341596 0.0689568405341596 "plot_turk2_100_125_5_1.png"
13 11 14 0.0295708196663041 0.0295708196663041 "plot_turk2_100_125_5_1.png"
14 11 2.82842712474619 0.147647314371529 0.147647314371529 "plot_turk2_100_125_5_1.png"
15 11 11.6619037896906 0.0359301187402577 0.0359301187402577 "plot_turk2_100_125_5_1.png"
16 11 5.09901951359278 0.0627064555907681 0.0627064555907681 "plot_turk2_100_125_5_1.png"
17 11 5.65685424949238 0.0224641431082491 0.0224641431082491 "plot_turk2_100_125_5_1.png"
18 11 12.6491106406735 0.0036426600879039 0.0036426600879039 "plot_turk2_100_125_5_1.png"
19 11 4.24264068711928 0.0731498686748046 0.0731498686748046 "plot_turk2_100_125_5_1.png"
20 11 5.09901951359278 0.0964558565631395 0.0964558565631395 "plot_turk2_100_125_5_1.png"
1 12 4.47213595499958 0.0480919817861885 0.0480919817861885 "plot_turk2_100_125_5_1.png"
2 12 9.05538513813742 0.0136024804197356 0.0136024804197356 "plot_turk2_100_125_5_1.png"
3 12 6 0.00469294291410477 0.00469294291410477 "plot_turk2_100_125_5_1.png"
4 12 10.770329614269 0.0105042661617244 0.0105042661617244 "plot_turk2_100_125_5_1.png"
5 12 4.24264068711928 0.00707160610442995 0.00707160610442995 "plot_turk2_100_125_5_1.png"
6 12 4 0.00014080369688648 0.00014080369688648 "plot_turk2_100_125_5_1.png"
7 12 0 4.73253450592438e-05 4.73253450592438e-05 "plot_turk2_100_125_5_1.png"
8 12 12.1655250605964 0.0421609841862544 0.0421609841862544 "plot_turk2_100_125_5_1.png"
9 12 6 0.00650176944465718 0.00650176944465718 "plot_turk2_100_125_5_1.png"
10 12 5.09901951359278 0.000619021888203679 0.000619021888203679 "plot_turk2_100_125_5_1.png"
11 12 7.61577310586391 0.0689568405341596 0.0689568405341596 "plot_turk2_100_125_5_1.png"
12 12 0 0 0 "plot_turk2_100_125_5_1.png"
13 12 7.61577310586391 0.008214642396966 0.008214642396966 "plot_turk2_100_125_5_1.png"
14 12 7.07106781186548 0.0147993748590854 0.0147993748590854 "plot_turk2_100_125_5_1.png"
15 12 14.7648230602334 0.00533541547231709 0.00533541547231709 "plot_turk2_100_125_5_1.png"
16 12 4.47213595499958 0.000148444360802497 0.000148444360802497 "plot_turk2_100_125_5_1.png"
17 12 3.16227766016838 0.0127048776906513 0.0127048776906513 "plot_turk2_100_125_5_1.png"
18 12 9.48683298050514 0.0409017826725494 0.0409017826725494 "plot_turk2_100_125_5_1.png"
19 12 7.21110255092798 6.18736209961689e-05 6.18736209961689e-05 "plot_turk2_100_125_5_1.png"
20 12 2.82842712474619 0.00230180083821796 0.00230180083821796 "plot_turk2_100_125_5_1.png"
1 13 5.8309518948453 0.0165544704032677 0.0165544704032677 "plot_turk2_100_125_5_1.png"
2 13 10 0.0429585052085756 0.0429585052085756 "plot_turk2_100_125_5_1.png"
3 13 7.61577310586391 0.025325451122674 0.025325451122674 "plot_turk2_100_125_5_1.png"
4 13 17.0293863659264 0.000140556623051274 0.000140556623051274 "plot_turk2_100_125_5_1.png"
5 13 7.21110255092798 0.0305297015642809 0.0305297015642809 "plot_turk2_100_125_5_1.png"
6 13 7.07106781186548 0.0105064012473536 0.0105064012473536 "plot_turk2_100_125_5_1.png"
7 13 7.61577310586391 0.00701495405168386 0.00701495405168386 "plot_turk2_100_125_5_1.png"
8 13 17.4928556845359 0.0131553413508787 0.0131553413508787 "plot_turk2_100_125_5_1.png"
9 13 7.61577310586391 0.0293328014006598 0.0293328014006598 "plot_turk2_100_125_5_1.png"
10 13 12.1655250605964 0.00432365610447293 0.00432365610447293 "plot_turk2_100_125_5_1.png"
11 13 14 0.0295708196663041 0.0295708196663041 "plot_turk2_100_125_5_1.png"
12 13 7.61577310586391 0.008214642396966 0.008214642396966 "plot_turk2_100_125_5_1.png"
13 13 0 0 0 "plot_turk2_100_125_5_1.png"
14 13 12.1655250605964 0.0450659171439102 0.0450659171439102 "plot_turk2_100_125_5_1.png"
15 13 22.3606797749979 0.000309433995110945 0.000309433995110945 "plot_turk2_100_125_5_1.png"
16 13 9.05538513813742 0.0061545421330541 0.0061545421330541 "plot_turk2_100_125_5_1.png"
17 13 10.770329614269 0.000487581665050376 0.000487581665050376 "plot_turk2_100_125_5_1.png"
18 13 15.6204993518133 0.0124561731307513 0.0124561731307513 "plot_turk2_100_125_5_1.png"
19 13 11.4017542509914 0.00970237669879874 0.00970237669879874 "plot_turk2_100_125_5_1.png"
20 13 9.05538513813742 0.0192132175233892 0.0192132175233892 "plot_turk2_100_125_5_1.png"
1 14 11.4017542509914 0.116247940725221 0.116247940725221 "plot_turk2_100_125_5_1.png"
2 14 5.65685424949238 2.52306208362922e-05 2.52306208362922e-05 "plot_turk2_100_125_5_1.png"
3 14 5.09901951359278 0.00282466990336463 0.00282466990336463 "plot_turk2_100_125_5_1.png"
4 14 5.09901951359278 0.0502400860398552 0.0502400860398552 "plot_turk2_100_125_5_1.png"
5 14 11.3137084989848 0.00141074151278992 0.00141074151278992 "plot_turk2_100_125_5_1.png"
6 14 5.09901951359278 0.0120530992763067 0.0120530992763067 "plot_turk2_100_125_5_1.png"
7 14 7.07106781186548 0.0165204809805516 0.0165204809805516 "plot_turk2_100_125_5_1.png"
8 14 17.2626765016321 0.106918589974801 0.106918589974801 "plot_turk2_100_125_5_1.png"
9 14 5.09901951359278 0.00168256909973462 0.00168256909973462 "plot_turk2_100_125_5_1.png"
10 14 4 0.0214718707810998 0.0214718707810998 "plot_turk2_100_125_5_1.png"
11 14 2.82842712474619 0.147647314371529 0.147647314371529 "plot_turk2_100_125_5_1.png"
12 14 7.07106781186548 0.0147993748590854 0.0147993748590854 "plot_turk2_100_125_5_1.png"
13 14 12.1655250605964 0.0450659171439102 0.0450659171439102 "plot_turk2_100_125_5_1.png"
14 14 0 0 0 "plot_turk2_100_125_5_1.png"
15 14 14.422205101856 0.0379067698051455 0.0379067698051455 "plot_turk2_100_125_5_1.png"
16 14 3.16227766016838 0.0179121968889669 0.0179121968889669 "plot_turk2_100_125_5_1.png"
17 14 6.32455532033676 0.0549286393237582 0.0549286393237582 "plot_turk2_100_125_5_1.png"
18 14 14.142135623731 0.104907694259021 0.104907694259021 "plot_turk2_100_125_5_1.png"
19 14 1.4142135623731 0.0129474136794666 0.0129474136794666 "plot_turk2_100_125_5_1.png"
20 14 4.24264068711928 0.00542809324993849 0.00542809324993849 "plot_turk2_100_125_5_1.png"
1 15 17.7200451466693 0.0213904995487446 0.0213904995487446 "plot_turk2_100_125_5_1.png"
2 15 20 0.0359760747258774 0.0359760747258774 "plot_turk2_100_125_5_1.png"
3 15 18.3847763108502 0.0200361154247628 0.0200361154247628 "plot_turk2_100_125_5_1.png"
4 15 11.4017542509914 0.000867090114254259 0.000867090114254259 "plot_turk2_100_125_5_1.png"
5 15 16.4924225024706 0.0246919646573979 0.0246919646573979 "plot_turk2_100_125_5_1.png"
6 15 17.0293863659264 0.00720970839377645 0.00720970839377645 "plot_turk2_100_125_5_1.png"
7 15 14.7648230602334 0.00437775250249534 0.00437775250249534 "plot_turk2_100_125_5_1.png"
8 15 12.0830459735946 0.0174999753813042 0.0174999753813042 "plot_turk2_100_125_5_1.png"
9 15 18.3847763108502 0.0236167674719653 0.0236167674719653 "plot_turk2_100_125_5_1.png"
10 15 11.3137084989848 0.00231974950045639 0.00231974950045639 "plot_turk2_100_125_5_1.png"
11 15 11.6619037896906 0.0359301187402577 0.0359301187402577 "plot_turk2_100_125_5_1.png"
12 15 14.7648230602334 0.00533541547231709 0.00533541547231709 "plot_turk2_100_125_5_1.png"
13 15 22.3606797749979 0.000309433995110945 0.000309433995110945 "plot_turk2_100_125_5_1.png"
14 15 14.422205101856 0.0379067698051455 0.0379067698051455 "plot_turk2_100_125_5_1.png"
15 15 0 0 0 "plot_turk2_100_125_5_1.png"
