"pos.1" "pos.2" "bin.dist" "pic_name"
8 16 6.32455532033676 "plot_large_p_small_n_30_10_0_1_1.png"
8 17 8.71779788708135 "plot_large_p_small_n_30_10_0_1_1.png"
8 18 7.48331477354788 "plot_large_p_small_n_30_10_0_1_1.png"
8 19 7.21110255092798 "plot_large_p_small_n_30_10_0_1_1.png"
8 20 5.8309518948453 "plot_large_p_small_n_30_10_0_1_1.png"
9 1 4.24264068711928 "plot_large_p_small_n_30_10_0_1_1.png"
9 2 4 "plot_large_p_small_n_30_10_0_1_1.png"
9 3 4 "plot_large_p_small_n_30_10_0_1_1.png"
9 4 3.46410161513775 "plot_large_p_small_n_30_10_0_1_1.png"
9 5 4.69041575982343 "plot_large_p_small_n_30_10_0_1_1.png"
9 6 5.29150262212918 "plot_large_p_small_n_30_10_0_1_1.png"
9 7 6.92820323027551 "plot_large_p_small_n_30_10_0_1_1.png"
9 8 3.46410161513775 "plot_large_p_small_n_30_10_0_1_1.png"
9 9 0 "plot_large_p_small_n_30_10_0_1_1.png"
9 10 11.8321595661992 "plot_large_p_small_n_30_10_0_1_1.png"
9 11 4.69041575982343 "plot_large_p_small_n_30_10_0_1_1.png"
9 12 7.61577310586391 "plot_large_p_small_n_30_10_0_1_1.png"
9 13 3.16227766016838 "plot_large_p_small_n_30_10_0_1_1.png"
9 14 5.47722557505166 "plot_large_p_small_n_30_10_0_1_1.png"
9 15 4.24264068711928 "plot_large_p_small_n_30_10_0_1_1.png"
9 16 4.47213595499958 "plot_large_p_small_n_30_10_0_1_1.png"
9 17 9.59166304662544 "plot_large_p_small_n_30_10_0_1_1.png"
9 18 4.47213595499958 "plot_large_p_small_n_30_10_0_1_1.png"
9 19 5.29150262212918 "plot_large_p_small_n_30_10_0_1_1.png"
9 20 3.74165738677394 "plot_large_p_small_n_30_10_0_1_1.png"
10 1 14.7648230602334 "plot_large_p_small_n_30_10_0_1_1.png"
10 2 14.422205101856 "plot_large_p_small_n_30_10_0_1_1.png"
10 3 15.2315462117278 "plot_large_p_small_n_30_10_0_1_1.png"
10 4 12.5698050899765 "plot_large_p_small_n_30_10_0_1_1.png"
10 5 14.2828568570857 "plot_large_p_small_n_30_10_0_1_1.png"
10 6 16.6132477258361 "plot_large_p_small_n_30_10_0_1_1.png"
10 7 18 "plot_large_p_small_n_30_10_0_1_1.png"
10 8 8.94427190999916 "plot_large_p_small_n_30_10_0_1_1.png"
10 9 11.8321595661992 "plot_large_p_small_n_30_10_0_1_1.png"
10 10 0 "plot_large_p_small_n_30_10_0_1_1.png"
10 11 15.8745078663875 "plot_large_p_small_n_30_10_0_1_1.png"
10 12 19.3907194296653 "plot_large_p_small_n_30_10_0_1_1.png"
10 13 13.1909059582729 "plot_large_p_small_n_30_10_0_1_1.png"
10 14 16.5529453572468 "plot_large_p_small_n_30_10_0_1_1.png"
10 15 15.4919333848297 "plot_large_p_small_n_30_10_0_1_1.png"
10 16 14.6969384566991 "plot_large_p_small_n_30_10_0_1_1.png"
10 17 14.560219778561 "plot_large_p_small_n_30_10_0_1_1.png"
10 18 15.7480157480236 "plot_large_p_small_n_30_10_0_1_1.png"
10 19 15.6204993518133 "plot_large_p_small_n_30_10_0_1_1.png"
10 20 14.6969384566991 "plot_large_p_small_n_30_10_0_1_1.png"
11 1 4.24264068711928 "plot_large_p_small_n_30_10_0_1_1.png"
11 2 2.44948974278318 "plot_large_p_small_n_30_10_0_1_1.png"
11 3 1.4142135623731 "plot_large_p_small_n_30_10_0_1_1.png"
11 4 4.47213595499958 "plot_large_p_small_n_30_10_0_1_1.png"
11 5 6 "plot_large_p_small_n_30_10_0_1_1.png"
11 6 4.24264068711928 "plot_large_p_small_n_30_10_0_1_1.png"
11 7 4.89897948556636 "plot_large_p_small_n_30_10_0_1_1.png"
11 8 7.07106781186548 "plot_large_p_small_n_30_10_0_1_1.png"
11 9 4.69041575982343 "plot_large_p_small_n_30_10_0_1_1.png"
11 10 15.8745078663875 "plot_large_p_small_n_30_10_0_1_1.png"
11 11 0 "plot_large_p_small_n_30_10_0_1_1.png"
11 12 4.89897948556636 "plot_large_p_small_n_30_10_0_1_1.png"
11 13 3.46410161513775 "plot_large_p_small_n_30_10_0_1_1.png"
11 14 5.65685424949238 "plot_large_p_small_n_30_10_0_1_1.png"
11 15 2 "plot_large_p_small_n_30_10_0_1_1.png"
11 16 3.16227766016838 "plot_large_p_small_n_30_10_0_1_1.png"
11 17 9.48683298050514 "plot_large_p_small_n_30_10_0_1_1.png"
11 18 3.46410161513775 "plot_large_p_small_n_30_10_0_1_1.png"
11 19 2.44948974278318 "plot_large_p_small_n_30_10_0_1_1.png"
11 20 2 "plot_large_p_small_n_30_10_0_1_1.png"
12 1 6.32455532033676 "plot_large_p_small_n_30_10_0_1_1.png"
12 2 6.48074069840786 "plot_large_p_small_n_30_10_0_1_1.png"
12 3 5.09901951359278 "plot_large_p_small_n_30_10_0_1_1.png"
12 4 8.48528137423857 "plot_large_p_small_n_30_10_0_1_1.png"
12 5 7.48331477354788 "plot_large_p_small_n_30_10_0_1_1.png"
12 6 4 "plot_large_p_small_n_30_10_0_1_1.png"
12 7 3.74165738677394 "plot_large_p_small_n_30_10_0_1_1.png"
12 8 10.8627804912002 "plot_large_p_small_n_30_10_0_1_1.png"
12 9 7.61577310586391 "plot_large_p_small_n_30_10_0_1_1.png"
12 10 19.3907194296653 "plot_large_p_small_n_30_10_0_1_1.png"
12 11 4.89897948556636 "plot_large_p_small_n_30_10_0_1_1.png"
12 12 0 "plot_large_p_small_n_30_10_0_1_1.png"
12 13 7.48331477354788 "plot_large_p_small_n_30_10_0_1_1.png"
12 14 4.47213595499958 "plot_large_p_small_n_30_10_0_1_1.png"
12 15 4.89897948556636 "plot_large_p_small_n_30_10_0_1_1.png"
12 16 6.48074069840786 "plot_large_p_small_n_30_10_0_1_1.png"
12 17 13.2664991614216 "plot_large_p_small_n_30_10_0_1_1.png"
12 18 4.47213595499958 "plot_large_p_small_n_30_10_0_1_1.png"
12 19 6.32455532033676 "plot_large_p_small_n_30_10_0_1_1.png"
12 20 6 "plot_large_p_small_n_30_10_0_1_1.png"
13 1 4 "plot_large_p_small_n_30_10_0_1_1.png"
13 2 2.82842712474619 "plot_large_p_small_n_30_10_0_1_1.png"
13 3 3.46410161513775 "plot_large_p_small_n_30_10_0_1_1.png"
13 4 2 "plot_large_p_small_n_30_10_0_1_1.png"
13 5 4.89897948556636 "plot_large_p_small_n_30_10_0_1_1.png"
13 6 5.29150262212918 "plot_large_p_small_n_30_10_0_1_1.png"
13 7 6.6332495807108 "plot_large_p_small_n_30_10_0_1_1.png"
13 8 4.47213595499958 "plot_large_p_small_n_30_10_0_1_1.png"
13 9 3.16227766016838 "plot_large_p_small_n_30_10_0_1_1.png"
13 10 13.1909059582729 "plot_large_p_small_n_30_10_0_1_1.png"
13 11 3.46410161513775 "plot_large_p_small_n_30_10_0_1_1.png"
13 12 7.48331477354788 "plot_large_p_small_n_30_10_0_1_1.png"
13 13 0 "plot_large_p_small_n_30_10_0_1_1.png"
13 14 6.16441400296898 "plot_large_p_small_n_30_10_0_1_1.png"
13 15 3.16227766016838 "plot_large_p_small_n_30_10_0_1_1.png"
13 16 3.74165738677394 "plot_large_p_small_n_30_10_0_1_1.png"
13 17 7.87400787401181 "plot_large_p_small_n_30_10_0_1_1.png"
13 18 4.89897948556636 "plot_large_p_small_n_30_10_0_1_1.png"
13 19 3.74165738677394 "plot_large_p_small_n_30_10_0_1_1.png"
13 20 2.44948974278318 "plot_large_p_small_n_30_10_0_1_1.png"
14 1 4.69041575982343 "plot_large_p_small_n_30_10_0_1_1.png"
14 2 6.32455532033676 "plot_large_p_small_n_30_10_0_1_1.png"
14 3 5.47722557505166 "plot_large_p_small_n_30_10_0_1_1.png"
14 4 6.92820323027551 "plot_large_p_small_n_30_10_0_1_1.png"
14 5 5.09901951359278 "plot_large_p_small_n_30_10_0_1_1.png"
14 6 2.82842712474619 "plot_large_p_small_n_30_10_0_1_1.png"
14 7 4.69041575982343 "plot_large_p_small_n_30_10_0_1_1.png"
14 8 8.60232526704263 "plot_large_p_small_n_30_10_0_1_1.png"
14 9 5.47722557505166 "plot_large_p_small_n_30_10_0_1_1.png"
14 10 16.5529453572468 "plot_large_p_small_n_30_10_0_1_1.png"
14 11 5.65685424949238 "plot_large_p_small_n_30_10_0_1_1.png"
14 12 4.47213595499958 "plot_large_p_small_n_30_10_0_1_1.png"
14 13 6.16441400296898 "plot_large_p_small_n_30_10_0_1_1.png"
14 14 0 "plot_large_p_small_n_30_10_0_1_1.png"
14 15 4.69041575982343 "plot_large_p_small_n_30_10_0_1_1.png"
14 16 6.48074069840786 "plot_large_p_small_n_30_10_0_1_1.png"
14 17 12.4096736459909 "plot_large_p_small_n_30_10_0_1_1.png"
14 18 4.24264068711928 "plot_large_p_small_n_30_10_0_1_1.png"
14 19 6.92820323027551 "plot_large_p_small_n_30_10_0_1_1.png"
14 20 5.65685424949238 "plot_large_p_small_n_30_10_0_1_1.png"
15 1 4.47213595499958 "plot_large_p_small_n_30_10_0_1_1.png"
15 2 2.44948974278318 "plot_large_p_small_n_30_10_0_1_1.png"
15 3 2.44948974278318 "plot_large_p_small_n_30_10_0_1_1.png"
15 4 4 "plot_large_p_small_n_30_10_0_1_1.png"
15 5 4.47213595499958 "plot_large_p_small_n_30_10_0_1_1.png"
15 6 4 "plot_large_p_small_n_30_10_0_1_1.png"
15 7 4.89897948556636 "plot_large_p_small_n_30_10_0_1_1.png"
15 8 6.78232998312527 "plot_large_p_small_n_30_10_0_1_1.png"
15 9 4.24264068711928 "plot_large_p_small_n_30_10_0_1_1.png"
15 10 15.4919333848297 "plot_large_p_small_n_30_10_0_1_1.png"
15 11 2 "plot_large_p_small_n_30_10_0_1_1.png"
15 12 4.89897948556636 "plot_large_p_small_n_30_10_0_1_1.png"
15 13 3.16227766016838 "plot_large_p_small_n_30_10_0_1_1.png"
15 14 4.69041575982343 "plot_large_p_small_n_30_10_0_1_1.png"
15 15 0 "plot_large_p_small_n_30_10_0_1_1.png"
15 16 2.44948974278318 "plot_large_p_small_n_30_10_0_1_1.png"
15 17 8.94427190999916 "plot_large_p_small_n_30_10_0_1_1.png"
15 18 4 "plot_large_p_small_n_30_10_0_1_1.png"
15 19 2.82842712474619 "plot_large_p_small_n_30_10_0_1_1.png"
15 20 2 "plot_large_p_small_n_30_10_0_1_1.png"
16 1 6.32455532033676 "plot_large_p_small_n_30_10_0_1_1.png"
16 2 2.82842712474619 "plot_large_p_small_n_30_10_0_1_1.png"
16 3 3.46410161513775 "plot_large_p_small_n_30_10_0_1_1.png"
16 4 4 "plot_large_p_small_n_30_10_0_1_1.png"
16 5 4.69041575982343 "plot_large_p_small_n_30_10_0_1_1.png"
16 6 6.16441400296898 "plot_large_p_small_n_30_10_0_1_1.png"
16 7 6.48074069840786 "plot_large_p_small_n_30_10_0_1_1.png"
16 8 6.32455532033676 "plot_large_p_small_n_30_10_0_1_1.png"
16 9 4.47213595499958 "plot_large_p_small_n_30_10_0_1_1.png"
16 10 14.6969384566991 "plot_large_p_small_n_30_10_0_1_1.png"
16 11 3.16227766016838 "plot_large_p_small_n_30_10_0_1_1.png"
16 12 6.48074069840786 "plot_large_p_small_n_30_10_0_1_1.png"
16 13 3.74165738677394 "plot_large_p_small_n_30_10_0_1_1.png"
16 14 6.48074069840786 "plot_large_p_small_n_30_10_0_1_1.png"
16 15 2.44948974278318 "plot_large_p_small_n_30_10_0_1_1.png"
16 16 0 "plot_large_p_small_n_30_10_0_1_1.png"
16 17 7.87400787401181 "plot_large_p_small_n_30_10_0_1_1.png"
16 18 5.65685424949238 "plot_large_p_small_n_30_10_0_1_1.png"
16 19 3.16227766016838 "plot_large_p_small_n_30_10_0_1_1.png"
16 20 2.44948974278318 "plot_large_p_small_n_30_10_0_1_1.png"
17 1 11.3137084989848 "plot_large_p_small_n_30_10_0_1_1.png"
17 2 8.36660026534076 "plot_large_p_small_n_30_10_0_1_1.png"
17 3 9.89949493661167 "plot_large_p_small_n_30_10_0_1_1.png"
17 4 6.48074069840786 "plot_large_p_small_n_30_10_0_1_1.png"
17 5 8.36660026534076 "plot_large_p_small_n_30_10_0_1_1.png"
17 6 12.328828005938 "plot_large_p_small_n_30_10_0_1_1.png"
17 7 13.4164078649987 "plot_large_p_small_n_30_10_0_1_1.png"
17 8 8.71779788708135 "plot_large_p_small_n_30_10_0_1_1.png"
17 9 9.59166304662544 "plot_large_p_small_n_30_10_0_1_1.png"
17 10 14.560219778561 "plot_large_p_small_n_30_10_0_1_1.png"
17 11 9.48683298050514 "plot_large_p_small_n_30_10_0_1_1.png"
17 12 13.2664991614216 "plot_large_p_small_n_30_10_0_1_1.png"
17 13 7.87400787401181 "plot_large_p_small_n_30_10_0_1_1.png"
17 14 12.4096736459909 "plot_large_p_small_n_30_10_0_1_1.png"
17 15 8.94427190999916 "plot_large_p_small_n_30_10_0_1_1.png"
17 16 7.87400787401181 "plot_large_p_small_n_30_10_0_1_1.png"
17 17 0 "plot_large_p_small_n_30_10_0_1_1.png"
17 18 12.2474487139159 "plot_large_p_small_n_30_10_0_1_1.png"
17 19 8.24621125123532 "plot_large_p_small_n_30_10_0_1_1.png"
17 20 8 "plot_large_p_small_n_30_10_0_1_1.png"
18 1 2.82842712474619 "plot_large_p_small_n_30_10_0_1_1.png"
18 2 4.47213595499958 "plot_large_p_small_n_30_10_0_1_1.png"
18 3 2.82842712474619 "plot_large_p_small_n_30_10_0_1_1.png"
18 4 6.16441400296898 "plot_large_p_small_n_30_10_0_1_1.png"
18 5 6.92820323027551 "plot_large_p_small_n_30_10_0_1_1.png"
18 6 2.44948974278318 "plot_large_p_small_n_30_10_0_1_1.png"
18 7 4 "plot_large_p_small_n_30_10_0_1_1.png"
18 8 7.48331477354788 "plot_large_p_small_n_30_10_0_1_1.png"
18 9 4.47213595499958 "plot_large_p_small_n_30_10_0_1_1.png"
18 10 15.7480157480236 "plot_large_p_small_n_30_10_0_1_1.png"
18 11 3.46410161513775 "plot_large_p_small_n_30_10_0_1_1.png"
18 12 4.47213595499958 "plot_large_p_small_n_30_10_0_1_1.png"
18 13 4.89897948556636 "plot_large_p_small_n_30_10_0_1_1.png"
18 14 4.24264068711928 "plot_large_p_small_n_30_10_0_1_1.png"
18 15 4 "plot_large_p_small_n_30_10_0_1_1.png"
18 16 5.65685424949238 "plot_large_p_small_n_30_10_0_1_1.png"
18 17 12.2474487139159 "plot_large_p_small_n_30_10_0_1_1.png"
18 18 0 "plot_large_p_small_n_30_10_0_1_1.png"
18 19 5.09901951359278 "plot_large_p_small_n_30_10_0_1_1.png"
18 20 4.47213595499958 "plot_large_p_small_n_30_10_0_1_1.png"
19 1 5.65685424949238 "plot_large_p_small_n_30_10_0_1_1.png"
19 2 1.4142135623731 "plot_large_p_small_n_30_10_0_1_1.png"
19 3 2.44948974278318 "plot_large_p_small_n_30_10_0_1_1.png"
19 4 4.24264068711928 "plot_large_p_small_n_30_10_0_1_1.png"
19 5 6.48074069840786 "plot_large_p_small_n_30_10_0_1_1.png"
19 6 6 "plot_large_p_small_n_30_10_0_1_1.png"
19 7 6.92820323027551 "plot_large_p_small_n_30_10_0_1_1.png"
19 8 7.21110255092798 "plot_large_p_small_n_30_10_0_1_1.png"
19 9 5.29150262212918 "plot_large_p_small_n_30_10_0_1_1.png"
19 10 15.6204993518133 "plot_large_p_small_n_30_10_0_1_1.png"
19 11 2.44948974278318 "plot_large_p_small_n_30_10_0_1_1.png"
19 12 6.32455532033676 "plot_large_p_small_n_30_10_0_1_1.png"
19 13 3.74165738677394 "plot_large_p_small_n_30_10_0_1_1.png"
19 14 6.92820323027551 "plot_large_p_small_n_30_10_0_1_1.png"
19 15 2.82842712474619 "plot_large_p_small_n_30_10_0_1_1.png"
19 16 3.16227766016838 "plot_large_p_small_n_30_10_0_1_1.png"
19 17 8.24621125123532 "plot_large_p_small_n_30_10_0_1_1.png"
19 18 5.09901951359278 "plot_large_p_small_n_30_10_0_1_1.png"
19 19 0 "plot_large_p_small_n_30_10_0_1_1.png"
19 20 2.82842712474619 "plot_large_p_small_n_30_10_0_1_1.png"
20 1 4.47213595499958 "plot_large_p_small_n_30_10_0_1_1.png"
20 2 2.44948974278318 "plot_large_p_small_n_30_10_0_1_1.png"
20 3 2.44948974278318 "plot_large_p_small_n_30_10_0_1_1.png"
20 4 2.82842712474619 "plot_large_p_small_n_30_10_0_1_1.png"
20 5 4.47213595499958 "plot_large_p_small_n_30_10_0_1_1.png"
20 6 4.89897948556636 "plot_large_p_small_n_30_10_0_1_1.png"
20 7 6 "plot_large_p_small_n_30_10_0_1_1.png"
